#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
WikiPathways	WP2525	Trans-sulfuration and one-carbon metabolism	2	31	2.06	0.0064	9606.ENSP00000229416,9606.ENSP00000359258	GCLC,GCLM
WikiPathways	WP4874	CAMKK2 pathway	2	33	2.03	0.0067	9606.ENSP00000216117,9606.ENSP00000380252	HMOX1,NFE2L2
WikiPathways	WP4698	Vitamin D-sensitive calcium signaling in depression	2	40	1.95	0.0092	9606.ENSP00000229416,9606.ENSP00000380252	GCLC,NFE2L2
WikiPathways	WP2873	Aryl hydrocarbon receptor pathway	2	46	1.89	0.0114	9606.ENSP00000319788,9606.ENSP00000380252	NQO1,NFE2L2
WikiPathways	WP3611	Photodynamic therapy-induced AP-1 survival signaling.	2	50	1.85	0.0127	9606.ENSP00000269305,9606.ENSP00000380252	TP53,NFE2L2
WikiPathways	WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer	2	53	1.83	0.0131	9606.ENSP00000229416,9606.ENSP00000319788	GCLC,NQO1
WikiPathways	WP3940	One-carbon metabolism and related pathways	2	52	1.84	0.0131	9606.ENSP00000229416,9606.ENSP00000359258	GCLC,GCLM
WikiPathways	WP3624	Lung fibrosis	2	63	1.75	0.0173	9606.ENSP00000216117,9606.ENSP00000380252	HMOX1,NFE2L2
WikiPathways	WP254	Apoptosis	2	84	1.63	0.0289	9606.ENSP00000264731,9606.ENSP00000269305	TP63,TP53
Monarch HPO	HP:0001871	Abnormality of blood and blood-forming tissues	7	1216	1.01	0.0035	9606.ENSP00000216117,9606.ENSP00000229416,9606.ENSP00000233838,9606.ENSP00000264731,9606.ENSP00000269305,9606.ENSP00000378426,9606.ENSP00000380252	HMOX1,GCLC,GGCX,TP63,TP53,VKORC1,NFE2L2
Monarch HPO	HP:0002034	Abnormal rectum morphology	4	110	1.81	0.0035	9606.ENSP00000171111,9606.ENSP00000216117,9606.ENSP00000229416,9606.ENSP00000269305	KEAP1,HMOX1,GCLC,TP53
Monarch HPO	HP:0012252	Abnormal respiratory system morphology	5	314	1.45	0.0035	9606.ENSP00000171111,9606.ENSP00000216117,9606.ENSP00000229416,9606.ENSP00000264731,9606.ENSP00000269305	KEAP1,HMOX1,GCLC,TP63,TP53
Monarch HPO	HP:0004313	Decreased circulating antibody level	4	169	1.62	0.0046	9606.ENSP00000216117,9606.ENSP00000229416,9606.ENSP00000269305,9606.ENSP00000380252	HMOX1,GCLC,TP53,NFE2L2
Monarch HPO	HP:0002087	Abnormality of the upper respiratory tract	4	215	1.52	0.0060	9606.ENSP00000216117,9606.ENSP00000229416,9606.ENSP00000264731,9606.ENSP00000269305	HMOX1,GCLC,TP63,TP53
Monarch HPO	HP:0002721	Immunodeficiency	4	192	1.57	0.0060	9606.ENSP00000216117,9606.ENSP00000229416,9606.ENSP00000269305,9606.ENSP00000380252	HMOX1,GCLC,TP53,NFE2L2
Monarch HPO	HP:0008169	Reduced factor VII activity	2	4	2.95	0.0060	9606.ENSP00000233838,9606.ENSP00000378426	GGCX,VKORC1
Monarch HPO	HP:0008321	Reduced factor X activity	2	4	2.95	0.0060	9606.ENSP00000233838,9606.ENSP00000378426	GGCX,VKORC1
Monarch HPO	HP:0011858	Reduced factor IX activity	2	6	2.77	0.0060	9606.ENSP00000233838,9606.ENSP00000378426	GGCX,VKORC1
Monarch HPO	HP:0030070	Central primitive neuroectodermal tumor	2	4	2.95	0.0060	9606.ENSP00000171111,9606.ENSP00000269305	KEAP1,TP53
Monarch HPO	HP:0000951	Abnormality of the skin	7	1892	0.82	0.0097	9606.ENSP00000171111,9606.ENSP00000229416,9606.ENSP00000233838,9606.ENSP00000264731,9606.ENSP00000269305,9606.ENSP00000378426,9606.ENSP00000380252	KEAP1,GCLC,GGCX,TP63,TP53,VKORC1,NFE2L2
Monarch HPO	HP:0000137	Abnormality of the ovary	3	141	1.58	0.0256	9606.ENSP00000171111,9606.ENSP00000264731,9606.ENSP00000269305	KEAP1,TP63,TP53
Monarch HPO	HP:0000366	Abnormality of the nose	6	1469	0.86	0.0256	9606.ENSP00000216117,9606.ENSP00000229416,9606.ENSP00000233838,9606.ENSP00000264731,9606.ENSP00000269305,9606.ENSP00000378426	HMOX1,GCLC,GGCX,TP63,TP53,VKORC1
Monarch HPO	HP:0001167	Abnormality of finger	5	979	0.96	0.0256	9606.ENSP00000216117,9606.ENSP00000229416,9606.ENSP00000233838,9606.ENSP00000264731,9606.ENSP00000378426	HMOX1,GCLC,GGCX,TP63,VKORC1
Monarch HPO	HP:0001394	Cirrhosis	3	138	1.59	0.0256	9606.ENSP00000216117,9606.ENSP00000229416,9606.ENSP00000269305	HMOX1,GCLC,TP53
Monarch HPO	HP:0001626	Abnormality of the cardiovascular system	7	2435	0.71	0.0256	9606.ENSP00000216117,9606.ENSP00000229416,9606.ENSP00000233838,9606.ENSP00000264731,9606.ENSP00000269305,9606.ENSP00000378426,9606.ENSP00000380252	HMOX1,GCLC,GGCX,TP63,TP53,VKORC1,NFE2L2
Monarch HPO	HP:0001739	Abnormal nasopharynx morphology	2	18	2.3	0.0256	9606.ENSP00000264731,9606.ENSP00000269305	TP63,TP53
Monarch HPO	HP:0002086	Abnormality of the respiratory system	6	1638	0.81	0.0256	9606.ENSP00000171111,9606.ENSP00000216117,9606.ENSP00000229416,9606.ENSP00000264731,9606.ENSP00000269305,9606.ENSP00000380252	KEAP1,HMOX1,GCLC,TP63,TP53,NFE2L2
Monarch HPO	HP:0002088	Abnormal lung morphology	5	894	1.0	0.0256	9606.ENSP00000171111,9606.ENSP00000216117,9606.ENSP00000229416,9606.ENSP00000269305,9606.ENSP00000380252	KEAP1,HMOX1,GCLC,TP53,NFE2L2
Monarch HPO	HP:0002595	Ileus	2	26	2.14	0.0256	9606.ENSP00000216117,9606.ENSP00000229416	HMOX1,GCLC
Monarch HPO	HP:0002597	Abnormality of the vasculature	6	1673	0.8	0.0256	9606.ENSP00000216117,9606.ENSP00000229416,9606.ENSP00000233838,9606.ENSP00000264731,9606.ENSP00000269305,9606.ENSP00000378426	HMOX1,GCLC,GGCX,TP63,TP53,VKORC1
Monarch HPO	HP:0002613	Biliary cirrhosis	2	25	2.15	0.0256	9606.ENSP00000216117,9606.ENSP00000229416	HMOX1,GCLC
Monarch HPO	HP:0002859	Rhabdomyosarcoma	2	24	2.17	0.0256	9606.ENSP00000171111,9606.ENSP00000269305	KEAP1,TP53
Monarch HPO	HP:0002885	Medulloblastoma	2	18	2.3	0.0256	9606.ENSP00000171111,9606.ENSP00000269305	KEAP1,TP53
Monarch HPO	HP:0003645	Prolonged partial thromboplastin time	2	24	2.17	0.0256	9606.ENSP00000233838,9606.ENSP00000378426	GGCX,VKORC1
Monarch HPO	HP:0004401	Meconium ileus	2	21	2.23	0.0256	9606.ENSP00000216117,9606.ENSP00000229416	HMOX1,GCLC
Monarch HPO	HP:0005261	Joint hemorrhage	2	19	2.27	0.0256	9606.ENSP00000233838,9606.ENSP00000378426	GGCX,VKORC1
Monarch HPO	HP:0006538	Recurrent bronchopulmonary infections	2	29	2.09	0.0256	9606.ENSP00000216117,9606.ENSP00000229416	HMOX1,GCLC
Monarch HPO	HP:0009767	Aplasia/Hypoplasia of the phalanges of the hand	3	144	1.57	0.0256	9606.ENSP00000233838,9606.ENSP00000264731,9606.ENSP00000378426	GGCX,TP63,VKORC1
Monarch HPO	HP:0010788	Testicular neoplasm	2	25	2.15	0.0256	9606.ENSP00000171111,9606.ENSP00000269305	KEAP1,TP53
Monarch HPO	HP:0011029	Internal hemorrhage	3	149	1.55	0.0256	9606.ENSP00000233838,9606.ENSP00000269305,9606.ENSP00000378426	GGCX,TP53,VKORC1
Monarch HPO	HP:0012200	Abnormality of prothrombin	2	29	2.09	0.0256	9606.ENSP00000233838,9606.ENSP00000378426	GGCX,VKORC1
Monarch HPO	HP:0012236	Elevated sweat chloride	2	23	2.19	0.0256	9606.ENSP00000216117,9606.ENSP00000229416	HMOX1,GCLC
Monarch HPO	HP:0012649	Increased inflammatory response	5	984	0.96	0.0256	9606.ENSP00000216117,9606.ENSP00000229416,9606.ENSP00000264731,9606.ENSP00000269305,9606.ENSP00000380252	HMOX1,GCLC,TP63,TP53,NFE2L2
Monarch HPO	HP:0030680	Abnormality of cardiovascular system morphology	6	1488	0.86	0.0256	9606.ENSP00000216117,9606.ENSP00000229416,9606.ENSP00000233838,9606.ENSP00000264731,9606.ENSP00000269305,9606.ENSP00000380252	HMOX1,GCLC,GGCX,TP63,TP53,NFE2L2
Monarch HPO	HP:0032342	Reduced forced expiratory volume in one second	2	25	2.15	0.0256	9606.ENSP00000216117,9606.ENSP00000229416	HMOX1,GCLC
Monarch HPO	HP:0032359	Decreased forced expiratory flow 25-75%	2	20	2.25	0.0256	9606.ENSP00000216117,9606.ENSP00000229416	HMOX1,GCLC
Monarch HPO	HP:0200063	Colorectal polyposis	2	22	2.21	0.0256	9606.ENSP00000171111,9606.ENSP00000269305	KEAP1,TP53
Monarch HPO	HP:0031364	Ecchymosis	2	31	2.06	0.0261	9606.ENSP00000233838,9606.ENSP00000378426	GGCX,VKORC1
Monarch HPO	HP:0001648	Cor pulmonale	2	32	2.05	0.0273	9606.ENSP00000216117,9606.ENSP00000229416	HMOX1,GCLC
Monarch HPO	HP:0010655	Epiphyseal stippling	2	33	2.03	0.0279	9606.ENSP00000233838,9606.ENSP00000378426	GGCX,VKORC1
Monarch HPO	HP:0002035	Rectal prolapse	2	34	2.02	0.0286	9606.ENSP00000216117,9606.ENSP00000229416	HMOX1,GCLC
Monarch HPO	HP:0100728	Germ cell neoplasia	2	34	2.02	0.0286	9606.ENSP00000171111,9606.ENSP00000269305	KEAP1,TP53
Monarch HPO	HP:0001732	Abnormality of the pancreas	3	217	1.39	0.0330	9606.ENSP00000216117,9606.ENSP00000229416,9606.ENSP00000269305	HMOX1,GCLC,TP53
Monarch HPO	HP:0100759	Clubbing of fingers	2	38	1.97	0.0332	9606.ENSP00000216117,9606.ENSP00000229416	HMOX1,GCLC
Monarch HPO	HP:0032341	Reduced forced vital capacity	2	40	1.95	0.0356	9606.ENSP00000216117,9606.ENSP00000229416	HMOX1,GCLC
Monarch HPO	HP:0100526	Neoplasm of the lung	2	43	1.92	0.0392	9606.ENSP00000171111,9606.ENSP00000269305	KEAP1,TP53
Monarch HPO	HP:0002570	Steatorrhea	2	48	1.87	0.0471	9606.ENSP00000216117,9606.ENSP00000229416	HMOX1,GCLC
Monarch HPO	HP:0040064	Abnormality of limbs	6	2020	0.72	0.0476	9606.ENSP00000216117,9606.ENSP00000229416,9606.ENSP00000233838,9606.ENSP00000264731,9606.ENSP00000269305,9606.ENSP00000378426	HMOX1,GCLC,GGCX,TP63,TP53,VKORC1
Monarch HPO	HP:0100615	Ovarian neoplasm	2	51	1.84	0.0496	9606.ENSP00000171111,9606.ENSP00000269305	KEAP1,TP53
DISEASES	DOID:0080665	Warfarin resistance	2	7	2.71	0.0236	9606.ENSP00000319788,9606.ENSP00000378426	NQO1,VKORC1
DISEASES	DOID:0080666	Warfarin sensitivity	2	5	2.85	0.0236	9606.ENSP00000233838,9606.ENSP00000378426	GGCX,VKORC1
DISEASES	DOID:1324	Lung cancer	3	61	1.94	0.0236	9606.ENSP00000171111,9606.ENSP00000264731,9606.ENSP00000269305	KEAP1,TP63,TP53
COMPARTMENTS	GOCC:0017109	Glutamate-cysteine ligase complex	4	4	3.25	8.71e-09	9606.ENSP00000216117,9606.ENSP00000229416,9606.ENSP00000359258,9606.ENSP00000380252	HMOX1,GCLC,GCLM,NFE2L2
COMPARTMENTS	GOCC:0036087	Glutathione synthase complex	2	2	3.25	0.0020	9606.ENSP00000229416,9606.ENSP00000359258	GCLC,GCLM
UniProt Keywords	KW-0874	Quinone	2	3	3.07	0.0019	9606.ENSP00000378426,9606.ENSP00000403077	VKORC1,VKORC1L1
UniProt Keywords	KW-0317	Glutathione biosynthesis	2	7	2.71	0.0035	9606.ENSP00000229416,9606.ENSP00000359258	GCLC,GCLM
UniProt Keywords	KW-0256	Endoplasmic reticulum	5	1159	0.88	0.0455	9606.ENSP00000216117,9606.ENSP00000233838,9606.ENSP00000269305,9606.ENSP00000378426,9606.ENSP00000403077	HMOX1,GGCX,TP53,VKORC1,VKORC1L1
UniProt Keywords	KW-0560	Oxidoreductase	4	568	1.1	0.0455	9606.ENSP00000216117,9606.ENSP00000319788,9606.ENSP00000378426,9606.ENSP00000403077	HMOX1,NQO1,VKORC1,VKORC1L1
UniProt Keywords	KW-0676	Redox-active center	2	49	1.86	0.0487	9606.ENSP00000378426,9606.ENSP00000403077	VKORC1,VKORC1L1
Pfam	PF00870	P53 DNA-binding domain	2	3	3.07	0.0099	9606.ENSP00000264731,9606.ENSP00000269305	TP63,TP53
Pfam	PF07710	P53 tetramerisation motif	2	3	3.07	0.0099	9606.ENSP00000264731,9606.ENSP00000269305	TP63,TP53
InterPro	IPR002117	p53 tumour suppressor family	2	3	3.07	0.0117	9606.ENSP00000264731,9606.ENSP00000269305	TP63,TP53
InterPro	IPR010991	p53, tetramerisation domain	2	3	3.07	0.0117	9606.ENSP00000264731,9606.ENSP00000269305	TP63,TP53
InterPro	IPR011615	p53, DNA-binding domain	2	3	3.07	0.0117	9606.ENSP00000264731,9606.ENSP00000269305	TP63,TP53
InterPro	IPR012346	p53/RUNT-type transcription factor, DNA-binding domain superfamily	2	6	2.77	0.0117	9606.ENSP00000264731,9606.ENSP00000269305	TP63,TP53
InterPro	IPR012932	Vitamin K epoxide reductase	2	3	3.07	0.0117	9606.ENSP00000378426,9606.ENSP00000403077	VKORC1,VKORC1L1
InterPro	IPR036674	p53-like tetramerisation domain superfamily	2	5	2.85	0.0117	9606.ENSP00000264731,9606.ENSP00000269305	TP63,TP53
InterPro	IPR038354	VKOR domain superfamily	2	2	3.25	0.0117	9606.ENSP00000378426,9606.ENSP00000403077	VKORC1,VKORC1L1
InterPro	IPR042406	Vitamin K epoxide reductase complex subunit 1	2	3	3.07	0.0117	9606.ENSP00000378426,9606.ENSP00000403077	VKORC1,VKORC1L1
